Crop_Type,Soil_Type,Region,Season,Irrigation,Fertilizer,Rainfall,Temperature,Humidity,Nitrogen,Yield
Rice,Loamy,East,Rabi,Drip,Chemical,192.7,30.7,64.3,43,5.37
Maize,Loamy,North,Zaid,Sprinkler,Chemical,125,22.8,81.1,78,5.44
Sugarcane,Silty,South,Rabi,Sprinkler,Organic,127.2,26.4,61.2,84,4.12
Maize,,West,Zaid,Flood,Mixed,118,27.8,71.9,60,2.68
Rice,Clay,West,Rabi,,Organic,112.9,25,,90,4.65
Cotton,Silty,North,Kharif,Sprinkler,Mixed,184,36.4,50.2,61,5.92
Sugarcane,Loamy,South,Rabi,Flood,Mixed,178.5,27.9,59,114,4.35
Sugarcane,Clay,South,Zaid,Drip,Mixed,145.6,26.8,68.6,54,4.58
Rice,Silty,East,Kharif,Drip,Mixed,126.2,31.8,75.6,,4.05
Cotton,Sandy,East,Zaid,Flood,Organic,,25.5,85.1,82,5.68
Maize,Clay,North,Zaid,Sprinkler,Organic,132.6,31,65.4,48,6.4
Maize,Clay,West,Kharif,Sprinkler,Mixed,123.3,20.3,,88,5.23
Rice,Loamy,North,Rabi,Drip,Mixed,141.8,25.2,57.5,51,5.01
Wheat,Loamy,South,Rabi,Drip,Mixed,114.6,31.2,72,83,5.92
Rice,,West,Rabi,Flood,Chemical,138.8,,64.4,90,5.71
Maize,Silty,East,Zaid,Flood,Chemical,137.1,23.9,64.7,45,4.69
Sugarcane,Sandy,South,Zaid,Flood,Organic,151.1,23.4,66.9,57,6.04
Sugarcane,,West,Kharif,Sprinkler,Organic,108.3,29.3,74.6,63,5.19
Wheat,Silty,South,Zaid,Sprinkler,Chemical,154.9,24.5,61.2,,6.76
Cotton,Loamy,East,Rabi,Drip,Organic,98.3,25.9,58.7,57,4.47
Wheat,Loamy,North,Zaid,Drip,Organic,110,30.5,73.2,113,5.53
Cotton,Clay,North,Kharif,Sprinkler,Organic,111.5,24.8,31.7,82,5.98
Rice,Silty,South,Rabi,Sprinkler,Organic,92.5,,60.8,115,5.18
Maize,Sandy,East,Rabi,Drip,Mixed,165.5,21.8,54.2,106,7.43
Cotton,Silty,West,Kharif,Sprinkler,Mixed,96.1,27,82.4,63,3.86
Maize,Loamy,South,Kharif,Sprinkler,Mixed,,19.5,62.7,84,6.18
Sugarcane,Silty,West,Rabi,Flood,Organic,173.9,25.8,61.3,97,6.89
Maize,Loamy,East,Kharif,Flood,Chemical,110,21.4,67.4,46,3.63
Sugarcane,Loamy,North,Rabi,Sprinkler,Mixed,123.4,,60.9,93,5.92
Cotton,Sandy,East,Zaid,,Chemical,94.6,35.7,63.2,76,4.16
Rice,Loamy,East,Kharif,Flood,Chemical,159.2,22.8,69.2,42,5.13
Cotton,Silty,South,Rabi,Flood,Mixed,159.6,28,62.9,109,6.15
Maize,Silty,South,Kharif,Drip,Mixed,155.9,23.2,62.8,61,5.34
Maize,Sandy,South,Zaid,,Mixed,148.8,,55.9,109,7.13
Wheat,Clay,East,Kharif,Drip,Chemical,132.6,34.2,54.2,56,5.31
Wheat,Loamy,East,Zaid,Sprinkler,Chemical,111.6,25.1,68.7,83,4.38
Maize,Sandy,South,Kharif,Drip,Mixed,101.5,25.9,71.7,69,4.02
Wheat,Sandy,South,Zaid,Flood,Mixed,175.1,23.2,50.9,111,6.95
Sugarcane,Silty,South,Rabi,Drip,Chemical,156.8,31.6,77.1,116,6.81
Sugarcane,Sandy,South,Rabi,Flood,Chemical,105.7,13.9,77.2,101,4.67
Cotton,Loamy,South,Kharif,Drip,Chemical,131.4,25.2,79.7,107,7.33
Cotton,Loamy,South,Zaid,Drip,Organic,119.5,26.8,71.6,101,6.46
Maize,Silty,East,Zaid,Sprinkler,Chemical,90.5,24.4,75.6,63,4.04
Wheat,Loamy,North,Zaid,Flood,Chemical,136.2,,94.2,113,5.62
Rice,Silty,East,Zaid,Drip,Mixed,115.5,31.8,64.4,82,5.05
Maize,Loamy,North,Kharif,,Chemical,96.7,21.4,55.5,,4.36
Sugarcane,Sandy,South,Rabi,Drip,Organic,78.2,35.4,49.6,55,5.03
Rice,Silty,West,Zaid,Sprinkler,Mixed,75.3,21.3,89.1,96,5.67
Maize,Clay,West,Kharif,Drip,Chemical,117,32.2,89.2,62,4.87
Rice,Loamy,East,Rabi,Flood,Organic,127,27.6,56.9,,6.27
Wheat,Silty,East,Rabi,Drip,Mixed,99.4,25,59.3,45,4.99
Wheat,Loamy,North,Zaid,Flood,Chemical,152.8,,64.1,90,6.09
Rice,Sandy,South,Rabi,Flood,Chemical,127.7,26.9,82.7,91,6.05
Wheat,Silty,East,Rabi,Flood,Mixed,150.2,27.8,52.6,81,6.32
Wheat,Sandy,West,Zaid,Flood,Mixed,123.6,23.3,44.4,92,5.97
Rice,Loamy,East,Rabi,Flood,Chemical,102.5,26.1,94,119,5.27
Rice,Silty,West,Rabi,Drip,Chemical,134,23.9,71.7,107,5.51
Maize,Loamy,South,Zaid,Sprinkler,Mixed,85.8,22.1,73.5,75,4.41
Wheat,Sandy,North,Kharif,Flood,Organic,148.9,23.7,65.5,109,5.75
Rice,Sandy,North,Zaid,Sprinkler,Mixed,97.2,22.4,73.6,116,4.46
Maize,Clay,East,Kharif,Flood,Chemical,162.1,25.3,49.8,52,5.96
Sugarcane,Clay,East,Rabi,,Mixed,118.2,28.7,57.9,68,5.36
Cotton,Loamy,South,Rabi,Flood,Chemical,167.2,27.5,69.3,99,5.4
Sugarcane,Silty,West,Zaid,Drip,Mixed,90.7,34.9,40.7,81,4.55
Rice,Loamy,East,Rabi,Sprinkler,Organic,106.3,18.2,64.4,50,4.18
Maize,Clay,South,Kharif,Drip,Mixed,143.3,28.9,,77,5.78
Maize,Sandy,North,Kharif,,Organic,171,27,64.4,69,5.08
Sugarcane,Sandy,East,Kharif,Drip,Chemical,188.3,30.3,61.4,99,5.62
Sugarcane,Sandy,East,Zaid,Sprinkler,Organic,131.4,29.9,56,81,5.92
Sugarcane,Sandy,North,Kharif,Sprinkler,Mixed,194.3,26.3,46.1,51,4.69
Cotton,Sandy,South,Kharif,Flood,Mixed,119.9,27.7,,43,4.45
Maize,Silty,South,Kharif,Flood,Organic,168.5,,64.4,62,5.42
Maize,Clay,East,Kharif,Flood,Mixed,97,29.5,51.5,52,4.32
Sugarcane,Silty,North,Zaid,Drip,Organic,144.7,19.5,68.8,110,6.35
Rice,Silty,West,Rabi,,Chemical,,30.1,,61,5.13
Rice,Silty,South,Rabi,Flood,Organic,90.7,26.9,62.5,90,3.88
Sugarcane,Silty,South,Kharif,Drip,Organic,146.3,25.1,42.1,50,5.84
Rice,Silty,North,Kharif,Sprinkler,Organic,84.1,26.1,76.2,75,2.72
Rice,Loamy,West,Rabi,Flood,Chemical,144.9,26.4,53.2,,7.55
Maize,Silty,North,Zaid,Flood,Chemical,161.7,32.2,68.8,,4.46
Rice,Sandy,West,Kharif,Flood,Mixed,,39.9,58.3,63,6.51
Sugarcane,Clay,South,Rabi,Sprinkler,Organic,96.1,31.9,63.3,,4.96
Sugarcane,Sandy,West,Zaid,Sprinkler,Mixed,113.4,24.7,81.8,80,6.26
Rice,Clay,North,Zaid,Sprinkler,Organic,96.2,29.5,74.4,,5.4
Maize,Sandy,North,Kharif,Flood,Organic,126.5,29.7,81.6,119,5.85
Sugarcane,Silty,West,Rabi,Sprinkler,Organic,133.6,23.3,72,115,5.91
Cotton,Loamy,West,Rabi,Sprinkler,Organic,,22,72.8,85,4.67
Rice,Clay,East,Kharif,Drip,Chemical,188.6,26.7,46.6,42,6.29
Maize,Silty,North,Rabi,Sprinkler,Mixed,104.8,30.2,64.2,72,4.58
Cotton,Clay,West,Kharif,Drip,Mixed,178.7,20.6,65.3,,5.45
Cotton,Silty,South,Rabi,Sprinkler,Mixed,93.6,24.1,82.7,114,6.03
Wheat,Loamy,West,Rabi,Flood,Chemical,132.5,29.3,61.9,98,5.16
Rice,Sandy,West,Kharif,Flood,Organic,171.4,27.2,71.2,57,5.44
Sugarcane,Silty,West,Zaid,Sprinkler,Chemical,169.6,,70.7,80,6.06
Rice,Silty,East,Zaid,Flood,Mixed,115.3,21.4,81.9,54,4.13
Rice,Loamy,East,Rabi,Flood,Organic,149.4,36.4,66.4,77,5.11
Rice,Silty,East,Rabi,Sprinkler,Organic,144.7,20.8,77.9,82,6.85
Wheat,Clay,North,Kharif,Flood,Mixed,111.1,18.9,47.5,80,4.86
Wheat,Clay,South,Kharif,Sprinkler,Organic,151.6,26.8,48.6,74,5.46
Rice,Clay,East,Zaid,Flood,Mixed,195.2,22.5,40.6,74,6.13
Sugarcane,Sandy,West,Zaid,Sprinkler,Mixed,146.5,26.8,77.4,103,6.62
Wheat,,East,Kharif,Drip,Chemical,149.8,26.7,76.1,80,5.01
Rice,Clay,East,Rabi,Drip,Chemical,153.5,26.2,78.8,43,5.48
Wheat,Loamy,North,Rabi,Flood,Organic,78.9,23.6,59.9,99,5.27
Maize,Silty,South,Rabi,Drip,Chemical,146.1,28.7,61.2,89,4.49
Rice,Loamy,East,Kharif,Flood,Mixed,94.4,25.7,66.5,95,6.71
Cotton,Loamy,West,Rabi,Drip,Mixed,109.4,31.4,85.3,96,6.6
Maize,,South,Rabi,Sprinkler,Chemical,205.7,26.3,88.3,53,5.48
Cotton,Clay,North,Zaid,Sprinkler,Mixed,121.1,23.1,77.5,117,5.14
Cotton,Sandy,South,Zaid,Sprinkler,Mixed,104.1,20.2,72,119,5.92
Maize,Silty,North,Kharif,Drip,Organic,170.3,26.3,84,51,4.41
Sugarcane,,East,Zaid,Drip,Chemical,96.8,21.9,64.9,57,5.53
Maize,,East,Zaid,Sprinkler,Chemical,114.3,21.6,63.3,59,4.36
Sugarcane,Sandy,West,Zaid,Sprinkler,Chemical,173.7,29.1,66.5,117,8.18
Sugarcane,Silty,West,Zaid,Flood,Mixed,131.5,19.9,56.3,114,5.38
Maize,Sandy,North,Rabi,Sprinkler,Mixed,75.3,32.6,65.9,61,4.09
Cotton,Clay,North,Zaid,,Chemical,,27.6,54.6,90,7.03
Rice,,South,Zaid,Drip,Organic,,26.8,80.3,59,4.66
Sugarcane,Silty,North,Zaid,Sprinkler,Mixed,183.9,22.9,74.5,43,5.71
Cotton,Clay,West,Kharif,Sprinkler,Mixed,108.8,,85.2,,5.57
Sugarcane,Silty,North,Zaid,Flood,Mixed,166.8,27,48.4,46,4.98
Rice,Silty,North,Zaid,Sprinkler,Chemical,192.1,24.3,90.8,107,5.93
Cotton,Clay,West,Zaid,Sprinkler,Organic,100.2,27.8,49.1,102,4.35
Maize,Loamy,West,Zaid,,Chemical,123.2,20.3,53.6,54,5.19
Wheat,Silty,North,Zaid,Drip,Organic,143.6,20.5,60.6,85,5.97
Wheat,,South,Kharif,Flood,Chemical,100,22.5,83.7,56,5.33
Maize,Clay,East,Zaid,Sprinkler,Mixed,139.5,28.4,70.7,85,5.53
Rice,Loamy,East,Kharif,Sprinkler,Organic,122.1,27,65.1,111,4.91
Wheat,Sandy,West,Zaid,Sprinkler,Mixed,121.4,31.2,58.5,110,4.01
Maize,Clay,South,Zaid,Drip,Organic,131.7,23.3,51.5,106,8.28
Cotton,Sandy,North,Zaid,Sprinkler,Organic,132.5,29.3,,59,5.52
Rice,,South,Kharif,Sprinkler,Mixed,135.7,26.5,77.6,55,5.23
Sugarcane,Silty,East,Kharif,Drip,Organic,109,23.2,84.2,52,4.78
Cotton,Silty,East,Rabi,Sprinkler,Mixed,110.6,28.5,72.8,50,3.47
Maize,Loamy,East,Kharif,Sprinkler,Mixed,125.8,26.7,36.3,89,5.02
Sugarcane,Clay,West,Kharif,Drip,Organic,,24.5,53.1,92,7.09
Maize,Loamy,West,Kharif,Sprinkler,Organic,114.6,27.2,73.6,110,6.44
Wheat,Silty,South,Zaid,Flood,Organic,141.3,26.5,63.6,47,4.43
Wheat,Sandy,South,Zaid,Drip,Organic,66.5,26.4,61.3,61,3.22
Sugarcane,Clay,East,Rabi,Flood,Mixed,104.4,25.3,54.8,98,5.06
Sugarcane,Sandy,South,Kharif,Sprinkler,Mixed,120.2,21.8,79.4,94,5.27
Cotton,Sandy,South,Zaid,Flood,Mixed,100,27.3,73.5,74,6.61
Wheat,Clay,North,Zaid,Drip,Mixed,187,23.8,74,52,5.6
Rice,Clay,South,Zaid,Flood,Mixed,130.7,22.9,,78,4.45
Wheat,Loamy,East,Zaid,Sprinkler,Mixed,136.2,26,70.1,53,5.03
Wheat,Clay,West,Zaid,Flood,Mixed,113.1,29.9,51.9,82,5.46
Rice,Clay,West,Zaid,Flood,Chemical,129.4,27.7,66.4,112,5.14
Maize,Silty,South,Kharif,Drip,Mixed,87.5,24.9,37.7,55,4.67
Wheat,Silty,North,Rabi,Drip,Organic,124.1,24.7,49.2,49,5.74
Sugarcane,Silty,North,Kharif,Drip,Chemical,97.2,29.5,64.1,99,5.47
Maize,Loamy,South,Zaid,Sprinkler,Mixed,120.3,17.4,96.5,41,3.7
Rice,Silty,East,Rabi,Flood,Organic,40.4,30.2,46.4,118,4.45
Maize,Clay,West,Zaid,Sprinkler,Organic,90.5,19.5,53.1,101,3.83
Cotton,Clay,West,Kharif,,Organic,181.2,21.3,70.6,72,5.88
Rice,Silty,North,Zaid,Drip,Organic,159.1,24.9,89.2,69,5.95
Wheat,Silty,East,Rabi,Sprinkler,Chemical,176.2,35.7,70.4,70,5.06
Wheat,Loamy,South,Zaid,Flood,Mixed,,33.7,76.4,71,7.45
Sugarcane,Clay,North,Kharif,Drip,Organic,153.6,29.8,63.9,107,6.99
Wheat,Sandy,East,Kharif,Sprinkler,Mixed,114.1,28.4,61.9,103,4.3
Cotton,Sandy,North,Kharif,Sprinkler,Mixed,93.7,19.6,69,56,2.89
Rice,Clay,South,Kharif,Drip,Mixed,170.1,27.6,60.1,54,4.83
Cotton,Sandy,East,Zaid,Flood,Mixed,132.3,24.8,76.7,83,6.84
Wheat,Silty,South,Rabi,Flood,Organic,217.3,23.7,48.7,92,7.71
Sugarcane,Loamy,East,Zaid,Sprinkler,Chemical,117.2,27.6,78.7,98,7
Cotton,,South,Zaid,,Mixed,199.1,25.1,68.5,65,6.24
Maize,Sandy,West,Rabi,Flood,Mixed,124.5,30.5,,78,5.15
Rice,Silty,North,Rabi,Flood,Chemical,176.8,19.3,48.3,48,4.38
Sugarcane,Clay,North,Kharif,Drip,Mixed,189.4,27.3,56.2,76,6.63
Rice,Loamy,East,Zaid,Drip,Mixed,94.2,23.5,82.4,94,5.03
Maize,Sandy,South,Zaid,Sprinkler,Organic,113,25.4,65.5,,4.74
Rice,Sandy,East,Zaid,Drip,Mixed,93.8,28.2,71.3,65,5.97
Rice,Clay,North,Zaid,Drip,Organic,,22.5,57.4,,4.59
Maize,Silty,East,Kharif,Sprinkler,Chemical,153.3,27.7,67.7,109,7.52
Wheat,Silty,West,Kharif,Sprinkler,Organic,123.1,,51.5,88,4.31
Wheat,Loamy,North,Rabi,Drip,Mixed,131.8,24.4,69.2,113,8.31
Rice,Silty,South,Kharif,Drip,Organic,149.5,25.1,72.4,44,4.77
Wheat,Loamy,West,Rabi,Drip,Chemical,65,26.4,71.8,107,5.66
Maize,,East,Rabi,Sprinkler,Mixed,175,23.9,57.2,43,6.09
Sugarcane,,North,Zaid,Flood,Mixed,,27,63.9,65,4.67
Wheat,Clay,North,Zaid,Sprinkler,Organic,148.6,,74.4,74,6.33
Wheat,Silty,West,Kharif,Drip,Mixed,151.7,24.6,65.5,58,6.06
Wheat,Clay,West,Rabi,Sprinkler,Chemical,178,33.4,64.6,119,6.29
Maize,Sandy,South,Rabi,Drip,Mixed,126.3,28.7,90.8,,5.5
Rice,Loamy,South,Rabi,Drip,Chemical,55.7,25.5,56.6,85,4.53
Maize,Sandy,West,Zaid,Drip,Organic,132,27.6,81,76,5.39
Wheat,Clay,North,Rabi,Sprinkler,Organic,137,22.9,54.1,100,7.05
Rice,Sandy,North,Rabi,Sprinkler,Organic,93.8,25.3,75.9,96,5.84
Maize,Silty,West,Zaid,Sprinkler,Mixed,135.2,25.7,76.5,78,5.49
Maize,Sandy,North,Zaid,Sprinkler,Mixed,117.4,22,,106,6.22
Maize,Loamy,West,Zaid,Sprinkler,Chemical,83,28.5,53.4,55,2.66
Cotton,Clay,South,Rabi,Flood,Mixed,153.5,25,44.4,62,4.99
Maize,Loamy,West,Kharif,Flood,Organic,110.3,25.6,60.6,41,4.66
Sugarcane,Clay,North,Rabi,Drip,Mixed,115.8,24.7,74.3,49,5.54
Maize,Loamy,West,Zaid,Flood,Organic,113.8,38.8,55.1,55,4.61
Rice,Sandy,North,Rabi,Drip,Organic,173.2,24.3,,89,7.46
Rice,Clay,North,Zaid,,Mixed,128.6,18.7,50.3,108,6.53
Rice,Loamy,East,Kharif,Sprinkler,Chemical,132.8,20.6,65.2,87,5.15
Maize,Loamy,East,Zaid,Drip,Organic,114.6,30,54.2,75,5.02
Rice,Silty,West,Kharif,Sprinkler,Mixed,146.2,32.3,67.1,61,5.58
Sugarcane,Silty,North,Rabi,Drip,Organic,177.2,,62,48,5.18
Maize,Silty,North,Zaid,Sprinkler,Mixed,152.7,32.1,53.7,,7.08
Sugarcane,Loamy,East,Kharif,Flood,Organic,154,30,60.1,51,4.35
Cotton,Clay,West,Kharif,Flood,Organic,151.2,26.2,56.8,103,6.56
Rice,Silty,South,Kharif,Drip,Organic,81.7,26,52.2,72,5.22
Rice,Sandy,West,Kharif,Sprinkler,Chemical,99.3,27.7,81,68,4.58
Cotton,Loamy,West,Kharif,Sprinkler,Organic,122.8,30.5,,,4.15
Rice,Loamy,West,Rabi,Sprinkler,Organic,104.6,28.6,41.6,59,4.64
Rice,Clay,East,Rabi,Sprinkler,Mixed,92.7,24.3,60.5,41,4.78
Sugarcane,Silty,East,Rabi,Flood,Chemical,64.5,26.3,79,98,4.51
Maize,Loamy,East,Rabi,Sprinkler,Chemical,82.9,34.9,58.9,79,3.73
Wheat,Silty,East,Zaid,Drip,Organic,121,,86,102,6.75
Maize,Sandy,East,Rabi,Flood,Organic,127.6,30.5,57.7,85,5.83
Maize,Silty,East,Rabi,Flood,Organic,102.2,29.2,74,116,6.59
Sugarcane,Silty,South,Rabi,Drip,Mixed,132.8,28.1,80.4,,6.61
Cotton,Clay,East,Zaid,Sprinkler,Organic,114.8,27.4,73.4,51,6.47
Wheat,Silty,West,Kharif,Flood,Organic,168.2,30.6,51.5,49,6.29
Wheat,Loamy,West,Rabi,Sprinkler,Mixed,124.3,29.9,56.7,111,5.42
Cotton,Clay,East,Kharif,Sprinkler,Chemical,154.4,28.1,82,61,5.88
Wheat,Loamy,North,Rabi,Flood,Mixed,137.1,24.2,58.3,101,5.55
Rice,Loamy,East,Rabi,Flood,Chemical,80.9,28.5,79.7,,4.61
Wheat,Loamy,South,Rabi,Sprinkler,Mixed,126.8,26.7,62.8,96,4.68
Wheat,Loamy,North,Zaid,,Mixed,86.8,25.8,69.7,61,4.26
Sugarcane,Loamy,North,Rabi,Sprinkler,Chemical,126.2,,51.4,65,5.31
Wheat,Clay,East,Kharif,Flood,Mixed,103.9,20.8,60.7,,5
Wheat,Loamy,West,Zaid,Drip,Chemical,143.4,30.8,57.5,41,3.98
Sugarcane,Loamy,East,Zaid,Sprinkler,Mixed,83,23.5,70.7,64,3.2
Wheat,Silty,South,Kharif,Sprinkler,Chemical,130.5,27.5,69.1,80,7.23
Sugarcane,Loamy,North,Rabi,Drip,Mixed,150,37.3,73.6,56,5.32
Wheat,Loamy,East,Kharif,Sprinkler,Chemical,161.8,23.2,62.1,62,4.89
Wheat,Loamy,North,Rabi,Flood,Chemical,103.3,24.1,56.8,118,6.19
Wheat,Loamy,West,Kharif,,Chemical,130.6,,,63,6.97
Cotton,Sandy,West,Rabi,Sprinkler,Mixed,136.4,,55.6,112,6.68
Cotton,Silty,West,Kharif,Flood,Mixed,184.1,,,114,4.71
Maize,Sandy,South,Kharif,Drip,Mixed,78.2,24.9,66.6,93,7.09
Rice,Sandy,North,Zaid,Sprinkler,Mixed,98.1,29.6,64.1,52,2.95
Wheat,Loamy,South,Kharif,Drip,Organic,228.2,21.7,73.5,56,6.22
Maize,Silty,West,Zaid,Sprinkler,Mixed,120.4,19.8,67.1,114,4.96
Rice,Loamy,North,Kharif,Sprinkler,Mixed,63.8,,48.1,,3.14
Maize,Sandy,West,Zaid,Drip,Organic,109.6,20.7,55.3,,5.28
Cotton,Clay,North,Kharif,Drip,Mixed,33.1,33.1,80.7,87,2.4
Sugarcane,Silty,North,Zaid,Sprinkler,Chemical,138.4,20.9,69,107,5.96
Maize,Clay,North,Kharif,Flood,Organic,158.3,22.8,47.8,111,7.39
Wheat,Sandy,West,Zaid,Drip,Organic,98.1,28.7,72.2,62,3.99
Rice,Clay,East,Kharif,Flood,Chemical,113.5,24.7,61.3,80,4.12
Sugarcane,Sandy,South,Kharif,,Organic,162.3,20.9,57.5,90,5.94
Maize,Silty,East,Kharif,Sprinkler,Mixed,68.7,35.2,54.3,117,4.85
Cotton,Sandy,East,Zaid,Sprinkler,Mixed,83.7,23,,84,4.34
Maize,Clay,East,Kharif,Sprinkler,Mixed,122,26.2,44.4,49,3.84
Wheat,Clay,East,Rabi,Drip,Chemical,103.7,26.2,57.9,,6.21
Sugarcane,Sandy,North,Zaid,Flood,Chemical,,29.8,69.4,80,5.79
Cotton,Clay,South,Zaid,Drip,Mixed,85.8,28.8,86.9,54,3.46
Sugarcane,Loamy,East,Rabi,Flood,Mixed,137.5,23.7,74.6,55,4.32
Sugarcane,Clay,North,Zaid,Sprinkler,Organic,124.8,25.7,57.8,56,5.06
Rice,Loamy,South,Kharif,Sprinkler,Chemical,149.2,26.1,86.4,97,5.38
Rice,,North,Rabi,Drip,Mixed,137,30,51.7,115,6.41
Rice,,West,Kharif,Sprinkler,Mixed,137.2,22.3,71.2,75,6.59
Sugarcane,Silty,North,Zaid,Flood,Mixed,79.4,35.1,73.9,,3.84
Maize,Silty,North,Rabi,Flood,Organic,147.2,24,57.4,111,5.37
Maize,Clay,East,Zaid,Flood,Chemical,118.4,27,76.4,90,5.89
Sugarcane,Clay,North,Kharif,Drip,Organic,124.2,22.4,61.8,85,5.28
Cotton,Loamy,South,Rabi,Sprinkler,Mixed,166.7,21.8,76.3,44,5.1
Sugarcane,Silty,South,Kharif,Sprinkler,Chemical,104.8,,45.9,117,6.19
Sugarcane,Loamy,North,Kharif,Flood,Organic,177.3,23.1,72,46,6.02
Wheat,Silty,West,Zaid,Flood,Organic,,25.3,63.1,88,6.45
Rice,Silty,East,Zaid,Flood,Mixed,156.3,23.1,81.8,87,5.92
Cotton,Sandy,North,Rabi,Drip,Mixed,95.7,29.8,67.5,81,6.62
Sugarcane,Clay,East,Zaid,Drip,Mixed,53.5,23.9,83,84,5.35
Wheat,Silty,East,Kharif,Flood,Mixed,167.8,23.4,74.1,71,6.5
Rice,Sandy,East,Rabi,Flood,Mixed,133.9,25.4,66.5,,5.77
Maize,Sandy,East,Zaid,Sprinkler,Mixed,103.9,31,77.5,69,4.01
Cotton,Silty,West,Kharif,Drip,Mixed,171.1,27.9,77.5,77,6.98
Wheat,Silty,South,Kharif,Drip,Mixed,99.8,26.6,73.7,94,5.48
Cotton,Loamy,South,Zaid,Flood,Chemical,115.2,21.3,40.5,99,5.08
Rice,Silty,East,Rabi,Sprinkler,Mixed,148.4,22.4,56.2,52,4.93
Rice,Silty,West,Rabi,Sprinkler,Mixed,91,21.9,84.6,119,4.82
Maize,Loamy,East,Zaid,Flood,Organic,126.2,32.2,,47,5.52
Maize,Clay,North,Rabi,Drip,Mixed,168.1,29.1,78.6,62,6.24
Cotton,,South,Rabi,,Chemical,137.4,23.6,76.5,67,5.44
Rice,Loamy,East,Rabi,Drip,Organic,173.7,24.7,59.3,65,5.8
Sugarcane,Clay,North,Zaid,Flood,Organic,169.7,,44.1,68,5.26
Wheat,Sandy,West,Rabi,Flood,Organic,130.3,23.5,,65,3.45
Sugarcane,Sandy,West,Rabi,Sprinkler,Mixed,48.2,28.8,92.9,74,3.02
Wheat,,West,Kharif,Drip,Mixed,91.3,25.8,57.6,101,4.76
Cotton,Loamy,North,Rabi,Drip,Organic,156.7,35.3,58.5,106,5.51
Rice,Clay,East,Kharif,Drip,Chemical,75.7,32,56,67,4.56
Rice,Silty,East,Kharif,,Chemical,,32.2,82.6,,5.47
Wheat,Sandy,East,Kharif,Drip,Chemical,141.8,29.7,65.1,94,5.82
Cotton,Loamy,West,Kharif,Sprinkler,Chemical,181.4,25.3,60.5,44,6.68
Wheat,Clay,South,Zaid,Sprinkler,Mixed,109.9,29.4,85,75,4.45
Cotton,Clay,East,Kharif,Flood,Chemical,107.5,25.6,75,57,4.6
Cotton,Sandy,East,Kharif,Flood,Chemical,128.2,33.5,57,88,5.45
Sugarcane,Clay,West,Rabi,Sprinkler,Chemical,142.3,28.6,53.3,46,5.88
Cotton,Sandy,West,Rabi,Flood,Chemical,124.6,28,81.9,106,6.04
Rice,Clay,South,Rabi,Sprinkler,Mixed,166.7,27.5,68.2,61,5.81
Cotton,Sandy,West,Rabi,Sprinkler,Chemical,102,34,49.4,81,3.62
Sugarcane,Loamy,North,Rabi,Drip,Mixed,134.2,21.3,46.6,85,4.82
Rice,Sandy,South,Rabi,Drip,Chemical,145.6,34.4,54.6,78,6.4
Wheat,Silty,East,Rabi,Sprinkler,Mixed,116,26.3,53.1,75,3.56
Sugarcane,Loamy,North,Rabi,Drip,Mixed,159.4,21.4,43.4,61,6.52
Wheat,Clay,South,Kharif,Drip,Mixed,135.2,24,54.8,101,6.36
Maize,Sandy,East,Rabi,Sprinkler,Chemical,157.6,20.4,57,81,5.19
Rice,Sandy,East,Rabi,Sprinkler,Chemical,136.8,29.6,62.4,57,4.45
Wheat,Sandy,North,Rabi,Flood,Chemical,143.2,22.8,88.3,60,6.74
Cotton,Sandy,South,Rabi,Flood,Chemical,107.9,27.7,,75,6.23
Wheat,Sandy,North,Rabi,Flood,Mixed,107.9,31.5,66,107,5.53
Cotton,Sandy,East,Kharif,Drip,Mixed,172.9,24.3,74.1,116,6.94
Cotton,Loamy,South,Kharif,Sprinkler,Mixed,152.2,25.9,65.2,71,5.15
Wheat,Silty,East,Zaid,Flood,Mixed,94.2,21.8,72.8,71,4.78
Wheat,Clay,East,Kharif,Sprinkler,Mixed,136.3,25.4,71.4,50,4.46
Cotton,Loamy,West,Kharif,Sprinkler,Chemical,46.9,37.3,69.5,83,3.99
Maize,,North,Zaid,Sprinkler,Organic,109.9,30.1,101.2,59,6.18
Wheat,Clay,West,Rabi,Sprinkler,Chemical,,25.9,78.9,105,6.44
Sugarcane,Loamy,North,Zaid,Sprinkler,Mixed,125.6,24.6,55,82,4.61
Rice,Silty,North,Zaid,Drip,Mixed,134.1,26.8,72.4,57,4.05
Wheat,Loamy,North,Kharif,Sprinkler,Chemical,24.4,27.5,58.5,113,4.71
Sugarcane,Clay,North,Zaid,Drip,Mixed,116.3,25.3,73.4,105,5.18
Wheat,Clay,West,Rabi,Flood,Organic,141.8,29.1,51.5,64,5.54
Maize,Silty,North,Zaid,Flood,Chemical,146.3,23.2,54.7,49,3.76
Sugarcane,Sandy,East,Kharif,Sprinkler,Mixed,163.7,23.2,72.1,61,6.11
Maize,Silty,South,Rabi,Sprinkler,Chemical,122.6,28.5,80,70,4.35
Maize,Loamy,North,Rabi,,Mixed,124.2,22.3,74,72,5.2
Rice,Silty,South,Zaid,Sprinkler,Chemical,83.4,29.9,78.2,105,4.99
Wheat,Silty,North,Kharif,Sprinkler,Chemical,122.8,26.9,72.5,117,7.55
Maize,Clay,South,Rabi,Drip,Chemical,85.8,19.7,70.1,99,5.19
Sugarcane,Sandy,East,Kharif,Drip,Mixed,65.3,27.4,62,107,6.66
